LocationID,zone,borough,latitude,longitude
119,Highbridge,Bronx,40.83677034836122,-73.92489620142155
120,Highbridge Park,Manhattan,40.84598855445909,-73.93120742462821
121,Hillcrest/Pomonok,Queens,40.72738404895306,-73.80275496202051
122,Hollis,Queens,40.71095622104045,-73.76119404281654
123,Homecrest,Brooklyn,40.59992884239058,-73.9645349944926
124,Howard Beach,Queens,40.6595638084565,-73.84476568881556
125,Hudson Sq,Manhattan,40.72546841152148,-74.00867644681539
126,Hunts Point,Bronx,40.81392198107554,-73.88558381080202
127,Inwood,Manhattan,40.864460788481495,-73.91958171469814
128,Inwood Hill Park,Manhattan,40.87285050167212,-73.92187327301203
129,Jackson Heights,Queens,40.75917530591671,-73.88463133085166
130,Jamaica,Queens,40.703286652596866,-73.79242174205773
131,Jamaica Estates,Queens,40.720428781944655,-73.77297484023012
132,JFK Airport,Queens,40.64268611362545,-73.78964352632623
133,Kensington,Brooklyn,40.639401166319814,-73.97819406804933
134,Kew Gardens,Queens,40.70869132350198,-73.82975428344565
135,Kew Gardens Hills,Queens,40.729519919074306,-73.82081970552255
136,Kingsbridge Heights,Bronx,40.86536240085513,-73.905395062517
137,Kips Bay,Manhattan,40.740336047657294,-73.97717256218982
138,LaGuardia Airport,Queens,40.77485964421261,-73.87343718740672
139,Laurelton,Queens,40.6778520049645,-73.74375551119886
140,Lenox Hill East,Manhattan,40.76530481682261,-73.95472801896472
141,Lenox Hill West,Manhattan,40.76695153680257,-73.95963482610853
142,Lincoln Square East,Manhattan,40.7736586753138,-73.98153054861096
143,Lincoln Square West,Manhattan,40.77578545776367,-73.98845769741143
144,Little Italy/NoLiTa,Manhattan,40.72083181679464,-73.99724384665862
145,Long Island City/Hunters Point,Queens,40.74658220700945,-73.9496274835847
146,Long Island City/Queens Plaza,Queens,40.754397991406876,-73.93410370226314
147,Longwood,Bronx,40.81906409144857,-73.89864769290288
148,Lower East Side,Manhattan,40.71910141767594,-73.99066435660109
149,Madison,Brooklyn,40.606327317775175,-73.94642697357453
150,Manhattan Beach,Brooklyn,40.58046459287603,-73.94518068282902
151,Manhattan Valley,Manhattan,40.79785911798938,-73.9682221702727
152,Manhattanville,Manhattan,40.81751870056889,-73.95405635161538
153,Marble Hill,Manhattan,40.875598937678056,-73.9112258584905
154,Marine Park/Floyd Bennett Field,Brooklyn,40.593129204231296,-73.90822017476559
155,Marine Park/Mill Basin,Brooklyn,40.61779984125637,-73.91725605006323
156,Mariners Harbor,Staten Island,40.628759330000726,-74.16932299229812
157,Maspeth,Queens,40.72402889859417,-73.90559522489463
158,Meatpacking/West Village West,Manhattan,40.73529529739826,-74.00977491304448
159,Melrose South,Bronx,40.81833723231163,-73.91396034276366
160,Middle Village,Queens,40.71856709476171,-73.88219192348444
161,Midtown Center,Manhattan,40.758030251008876,-73.97768040780055
162,Midtown East,Manhattan,40.75684008783511,-73.97247102803118
163,Midtown North,Manhattan,40.764386840083915,-73.97704100883783
164,Midtown South,Manhattan,40.74908359612632,-73.98568367069468
165,Midwood,Brooklyn,40.620073251813494,-73.95794402855306
166,Morningside Heights,Manhattan,40.80962164629875,-73.96160427930977
167,Morrisania/Melrose,Bronx,40.82798779485243,-73.90139128091434
168,Mott Haven/Port Morris,Bronx,40.80710067429251,-73.91466716905246
169,Mount Hope,Bronx,40.84922870469356,-73.90625477877008
170,Murray Hill,Manhattan,40.74772480011356,-73.97764803165889
171,Murray Hill-Queens,Queens,40.76865786576351,-73.8084327437963
172,New Dorp/Midland Beach,Staten Island,40.5724405027105,-74.10493211336883
173,North Corona,Queens,40.75163926593024,-73.86340051006394
174,Norwood,Bronx,40.87685305674993,-73.87874502549676
175,Oakland Gardens,Queens,40.7432970879692,-73.75394465101964
176,Oakwood,Staten Island,40.562072591258776,-74.12215228813189
177,Ocean Hill,Brooklyn,40.67714873739985,-73.911393404933
178,Ocean Parkway South,Brooklyn,40.61763563424991,-73.97035344389302
179,Old Astoria,Queens,40.771420144294076,-73.9277807560141
180,Ozone Park,Queens,40.67507747361382,-73.84834282015188
181,Park Slope,Brooklyn,40.67193520950548,-73.98281953462353
182,Parkchester,Bronx,40.83773100094664,-73.85808184206338
183,Pelham Bay,Bronx,40.8495445650458,-73.83148806764527
184,Pelham Bay Park,Bronx,40.863917294675375,-73.79975802833549
185,Pelham Parkway,Bronx,40.85347482675,-73.85245596252103
186,Penn Station/Madison Sq West,Manhattan,40.748496373544775,-73.9924341343755
187,Port Richmond,Staten Island,40.625698473830006,-74.13743527576136
188,Prospect-Lefferts Gardens,Brooklyn,40.65733936744572,-73.9447734336128
189,Prospect Heights,Brooklyn,40.677220683057875,-73.96812684806724
190,Prospect Park,Brooklyn,40.66064340328925,-73.97059331443157
191,Queens Village,Queens,40.71394840408405,-73.74200247104758
192,Queensboro Hill,Queens,40.74441059342794,-73.8152021569993
193,Queensbridge/Ravenswood,Queens,40.761793541406774,-73.94239238062636
194,Randalls Island,Manhattan,40.79145830376352,-73.92492531387032
195,Red Hook,Brooklyn,40.675462956384514,-74.00928514631666
196,Rego Park,Queens,40.72371254876027,-73.86568843367422
197,Richmond Hill,Queens,40.69266735388762,-73.83006053115416
198,Ridgewood,Queens,40.70461392432039,-73.90083342753417
199,Rikers Island,Bronx,40.79205183008042,-73.88180096934396
200,Riverdale/North Riverdale/Fieldston,Bronx,40.90007560612429,-73.90846687412984
201,Rockaway Park,Queens,40.57742185941851,-73.84104052161538
202,Roosevelt Island,Manhattan,40.761180806781596,-73.95081168770048
203,Rosedale,Queens,40.65928494184319,-73.74453868117133
204,Rossville/Woodrow,Staten Island,40.540775870692265,-74.20652667104866
205,Saint Albans,Queens,40.691698027395226,-73.76343547832366
206,Saint George/New Brighton,Staten Island,40.63598962971491,-74.10065353552305
207,Saint Michaels Cemetery/Woodside,Queens,40.76352213471697,-73.89853618537848
208,Schuylerville/Edgewater Park,Bronx,40.82468017550547,-73.81617148263088
209,Seaport,Manhattan,40.70847535091812,-74.00412841215771
210,Sheepshead Bay,Brooklyn,40.59377082857791,-73.9391962097623
211,SoHo,Manhattan,40.72371648291452,-74.00108192197239
212,Soundview/Bruckner,Bronx,40.82828767607801,-73.87039556671365
213,Soundview/Castle Hill,Bronx,40.816731370792056,-73.86027521405913
214,South Beach/Dongan Hills,Staten Island,40.58661635006407,-74.08480864561312
215,South Jamaica,Queens,40.69419208698072,-73.79230112190288
216,South Ozone Park,Queens,40.677222522161365,-73.82062521890268
217,South Williamsburg,Brooklyn,40.7032320056805,-73.95772171969621
218,Springfield Gardens North,Queens,40.67348236381235,-73.77287378904317
219,Springfield Gardens South,Queens,40.66030816955596,-73.77031766231762
220,Spuyten Duyvil/Kingsbridge,Bronx,40.88184930807984,-73.91076089177298
221,Stapleton,Staten Island,40.62023024721676,-74.072363266337
222,Starrett City,Brooklyn,40.64671811250597,-73.882917796064
223,Steinway,Queens,40.77840683878898,-73.90583210697467
224,Stuy Town/Peter Cooper Village,Manhattan,40.731710157444574,-73.9769805471532
225,Stuyvesant Heights,Brooklyn,40.688714833719835,-73.93012296976369
226,Sunnyside,Queens,40.73524693575397,-73.92653049129719
227,Sunset Park East,Brooklyn,40.64153479500538,-74.0029480543899
228,Sunset Park West,Brooklyn,40.65359300851703,-74.00996120455362
229,Sutton Place/Turtle Bay North,Manhattan,40.75657342350861,-73.96499770371872
230,Times Sq/Theatre District,Manhattan,40.759816935371866,-73.98419649030515
231,TriBeCa/Civic Center,Manhattan,40.71857653319885,-74.00726407589688
232,Two Bridges/Seward Park,Manhattan,40.71529952203663,-73.98302174649305
233,UN/Turtle Bay South,Manhattan,40.74912352340265,-73.9699792454683
234,Union Sq,Manhattan,40.74023673754262,-73.99045769686899
235,University Heights/Morris Heights,Bronx,40.853709874599296,-73.91638080821232
236,Upper East Side North,Manhattan,40.78043963903396,-73.95701007786707
237,Upper East Side South,Manhattan,40.76861401615748,-73.96563559607029
238,Upper West Side North,Manhattan,40.79178334130001,-73.9730312061259
239,Upper West Side South,Manhattan,40.784024671844094,-73.97873165557294
240,Van Cortlandt Park,Bronx,40.89477155956185,-73.88053624317433
241,Van Cortlandt Village,Bronx,40.87601241184217,-73.89587874426599
242,Van Nest/Morris Park,Bronx,40.84965337341624,-73.85104022621752
243,Washington Heights North,Manhattan,40.85863885680896,-73.93579384854495
244,Washington Heights South,Manhattan,40.84119423491348,-73.9407750505543
245,West Brighton,Staten Island,40.62838711805502,-74.10068245787151
246,West Chelsea/Hudson Yards,Manhattan,40.752411745817085,-74.00381236916317
247,West Concourse,Bronx,40.82918237713366,-73.9225137751614
248,West Farms/Bronx River,Bronx,40.83468053974887,-73.87330004839919
249,West Village,Manhattan,40.73461066592281,-74.00196544933564
250,Westchester Village/Unionport,Bronx,40.83260904544631,-73.8498621515554
251,Westerleigh,Staten Island,40.61958467181592,-74.12367427378986
252,Whitestone,Queens,40.78831685242009,-73.81570278183855
253,Willets Point,Queens,40.76039185525366,-73.8417522517167
254,Williamsbridge/Olinville,Bronx,40.8833098569225,-73.85822977434634
255,Williamsburg (North Side),Brooklyn,40.71879249996845,-73.9572880106519
256,Williamsburg (South Side),Brooklyn,40.7109789727406,-73.95933183283628
257,Windsor Terrace,Brooklyn,40.65347764098074,-73.97963519429607
258,Woodhaven,Queens,40.68997247030926,-73.85493641775041
259,Woodlawn/Wakefield,Bronx,40.89906979286795,-73.85631852356715
260,Woodside,Queens,40.74660451712384,-73.90684115099866
261,World Trade Center,Manhattan,40.7091199762481,-74.01264388666944
262,Yorkville East,Manhattan,40.77668091965627,-73.94514228025622
263,Yorkville West,Manhattan,40.77876628142981,-73.95100879518704
